Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
11:52:10:15.154,61,0.0053662430,0.2078189105,0.0788500234,0.0000000000,0.0000000000,0.0342184044,0.0000000000,0.0053452039,0.2078137994,0.0393834300,0.0000000000,0.0000000000,0.0342222005,0.0000000000,0.0036842201,0.0154241957,0.0000000000,0.0132312775,0.0160914138,0.0038560505,0.0313525461,0.0099132722,0.0000000000,0.1219622195,0.1357568204,0.0000000000,0.0000000000,0.0187518802,0.0188710429,0.0233037919,0.0232208502,0.0131102772,0.0100847576,0.0553919785,0.0374254882,0.0156853814,0.0161492061,0.0200032517,0.0182845909,0.0077781081,0.0085219601,0.0393159837,0.0393058062,0.0294375494,0.0000000000,0.0000000000,0.0066753859,0.0202985089,0.0246345904,0.0376767255,0.0389196649,0.0000000148,-0.0245231986,0.1211495325,0.0268907845,-0.0238643438,0.1269825995,-0.0030464516,0.0477788337,0.1270951778,0.0061029708
11:52:10:16.154,61,0.0052171405,0.2075799406,0.0791780055,0.0000000000,0.0000000000,0.0341253318,0.0000000000,0.0051966687,0.2075776458,0.0390545763,0.0000000000,0.0000000000,0.0341290943,0.0000000000,0.0036711833,0.0153088104,0.0000000000,0.0131920716,0.0160522480,0.0038424183,0.0313847438,0.0099174147,0.0000000000,0.1225371212,0.1362982541,0.0000000000,0.0000000000,0.0188131891,0.0189315174,0.0232721660,0.0232022610,0.0131078586,0.0100674415,0.0555720776,0.0375675149,0.0157083161,0.0161683131,0.0199814923,0.0182641558,0.0078083812,0.0085573280,0.0393660553,0.0393555313,0.0294740703,0.0000000000,0.0000000000,0.0066603082,0.0203444120,0.0246803835,0.0377827473,0.0390646979,0.0000000162,-0.0250286516,0.1214258447,0.0275286473,-0.0236655083,0.1268376857,-0.0030175883,0.0479784682,0.1269502640,0.0061213863
11:52:10:17.154,61,0.0051469482,0.2077666223,0.0798036009,0.0000000000,0.0000000000,0.0340793096,0.0000000000,0.0051263226,0.2077702135,0.0384186395,0.0000000000,0.0000000000,0.0340830572,0.0000000000,0.0036645443,0.0151954778,0.0000000000,0.0131835686,0.0160484593,0.0038318064,0.0314167105,0.0099533368,0.0000000000,0.1229841262,0.1367292553,0.0000000000,0.0000000000,0.0188897960,0.0190056935,0.0232678317,0.0232080370,0.0131186638,0.0100686830,0.0556885339,0.0376433320,0.0157216508,0.0161755346,0.0200049188,0.0182834323,0.0078342510,0.0085867625,0.0395194590,0.0395085327,0.0295469966,0.0000000000,0.0000000000,0.0066409251,0.0204072036,0.0247419607,0.0378948562,0.0392195322,0.0000000145,-0.0248393528,0.1213467419,0.0278868433,-0.0232798103,0.1269541979,-0.0029711735,0.0483568385,0.1270667613,0.0061753457
11:52:10:18.153,61,0.0051843519,0.2078056335,0.0807767436,0.0000000000,0.0000000000,0.0340609737,0.0000000000,0.0051628593,0.2078181058,0.0374394320,0.0000000000,0.0000000000,0.0340646990,0.0000000000,0.0036611019,0.0150900548,0.0000000000,0.0131904436,0.0160590168,0.0038219658,0.0314197689,0.0100112949,0.0000000000,0.1233484522,0.1370542347,0.0000000000,0.0000000000,0.0189571846,0.0190722886,0.0232630074,0.0232120492,0.0131290704,0.0100824488,0.0556941703,0.0376344435,0.0157185029,0.0161659289,0.0200491492,0.0183160268,0.0078503648,0.0086053591,0.0396058895,0.0395941436,0.0296110269,0.0000000000,0.0000000000,0.0066198725,0.0204611346,0.0247858632,0.0379726589,0.0393416025,0.0000000145,-0.0239045490,0.1206896156,0.0277224220,-0.0226863753,0.1269817352,-0.0028960821,0.0489463583,0.1270942688,0.0062519358
11:52:10:19.152,61,0.0054122228,0.2075755596,0.0822606906,0.0000000000,0.0000000000,0.0340975560,0.0000000000,0.0053891675,0.2076013386,0.0359358639,0.0000000000,0.0000000000,0.0341012627,0.0000000000,0.0036604207,0.0149796605,0.0000000000,0.0131898224,0.0160590801,0.0038143182,0.0313977823,0.0101307053,0.0000000000,0.1235504448,0.1371282339,0.0000000000,0.0000000000,0.0189920273,0.0191046875,0.0232400652,0.0231947713,0.0131344637,0.0100938343,0.0556880124,0.0376249999,0.0157104768,0.0161515828,0.0200617779,0.0183170866,0.0078565609,0.0086113131,0.0397099219,0.0396971293,0.0296569783,0.0000000000,0.0000000000,0.0066053071,0.0204967819,0.0248000287,0.0379871018,0.0393963493,0.0000000115,-0.0222728942,0.1200259104,0.0269070286,-0.0217756573,0.1268466413,-0.0027768535,0.0498464294,0.1269592345,0.0063599674
11:52:10:20.152,61,0.0054930258,0.2070623338,0.0834010094,0.0000000000,0.0000000000,0.0341143981,0.0000000000,0.0054685860,0.2070980221,0.0347829387,0.0000000000,0.0000000000,0.0341181047,0.0000000000,0.0036572104,0.0148616852,0.0000000000,0.0131888548,0.0160641875,0.0038105892,0.0313864946,0.0102579882,0.0000000000,0.1237771139,0.1371989548,0.0000000000,0.0000000000,0.0189913902,0.0191013068,0.0232033264,0.0231668279,0.0131284297,0.0100992648,0.0556506626,0.0375918411,0.0156973619,0.0161323845,0.0200757068,0.0183170103,0.0078638187,0.0086163282,0.0397849083,0.0397711322,0.0296705849,0.0000000000,0.0000000000,0.0065953848,0.0205178093,0.0247957949,0.0379828215,0.0394295454,0.0000000092,-0.0202337243,0.1191090643,0.0262720529,-0.0210778583,0.1265372336,-0.0026812563,0.0505394302,0.1266497821,0.0064324243
11:52:10:21.152,61,0.0055633029,0.2064592838,0.0844816491,0.0000000000,0.0000000000,0.0341623649,0.0000000000,0.0055376613,0.2065041214,0.0336958729,0.0000000000,0.0000000000,0.0341660827,0.0000000000,0.0036580539,0.0147292996,0.0000000000,0.0131928483,0.0160762165,0.0038118965,0.0313792787,0.0104065770,0.0000000000,0.1242078543,0.1374143809,0.0000000000,0.0000000000,0.0190219861,0.0191292949,0.0231726374,0.0231472477,0.0131347785,0.0101129794,0.0556660481,0.0375913940,0.0157071818,0.0161370337,0.0201033540,0.0183273572,0.0078794761,0.0086317044,0.0398442112,0.0398294814,0.0296827890,0.0000000000,0.0000000000,0.0065938449,0.0205588955,0.0248134825,0.0380124301,0.0394921228,0.0000000070,-0.0184550975,0.1187540293,0.0258478895,-0.0204200577,0.1261726320,-0.0025900267,0.0511966646,0.1262851506,0.0064970381
11:52:10:22.152,61,0.0056584724,0.2063966691,0.0852627456,0.0000000000,0.0000000000,0.0342022963,0.0000000000,0.0056323069,0.2064485252,0.0328930952,0.0000000000,0.0000000000,0.0342060216,0.0000000000,0.0036561999,0.0146017540,0.0000000000,0.0131876608,0.0160802677,0.0038169415,0.0313854665,0.0105553921,0.0000000000,0.1246775687,0.1376855671,0.0000000000,0.0000000000,0.0190429129,0.0191495456,0.0231569447,0.0231451076,0.0131303882,0.0101139145,0.0557064749,0.0376148745,0.0157216657,0.0161437131,0.0201132391,0.0183234233,0.0078994324,0.0086502591,0.0397745557,0.0397590622,0.0297258757,0.0000000000,0.0000000000,0.0065935506,0.0206138138,0.0248483885,0.0380573831,0.0395713635,0.0000000089,-0.0172100179,0.1185143143,0.0257305242,-0.0199336559,0.1261374205,-0.0025276279,0.0516702533,0.1262499392,0.0065552364
11:52:10:23.151,61,0.0058331755,0.2068894207,0.0859319493,0.0000000000,0.0000000000,0.0342335142,0.0000000000,0.0058070263,0.2069478780,0.0322224386,0.0000000000,0.0000000000,0.0342372358,0.0000000000,0.0036533049,0.0144566912,0.0000000000,0.0131633729,0.0160582885,0.0038222917,0.0314129516,0.0106246108,0.0000000000,0.1251999587,0.1380724907,0.0000000000,0.0000000000,0.0190859642,0.0191944689,0.0231218580,0.0231256746,0.0131342718,0.0101101557,0.0558865853,0.0377512202,0.0157755855,0.0161936283,0.0200924240,0.0182960071,0.0079344716,0.0086850505,0.0396728516,0.0396567583,0.0297679547,0.0000000000,0.0000000000,0.0066046431,0.0206889156,0.0249086954,0.0381682105,0.0397256166,0.0000000093,-0.0163015127,0.1185330078,0.0257735420,-0.0195264742,0.1264414936,-0.0024820359,0.0520738102,0.1265540421,0.0066224691
11:52:10:24.150,61,0.0063447785,0.2077433020,0.0871881172,0.0000000000,0.0000000000,0.0343155079,0.0000000000,0.0063187107,0.2078142464,0.0309449863,0.0000000000,0.0000000000,0.0343192257,0.0000000000,0.0036523051,0.0142798945,0.0000000000,0.0131474715,0.0160580836,0.0038403142,0.0314880274,0.0107116699,0.0000000000,0.1261125058,0.1386115998,0.0000000000,0.0000000000,0.0191472638,0.0192584116,0.0231086873,0.0231305454,0.0131575437,0.0101047261,0.0561768934,0.0379600860,0.0158632472,0.0162754878,0.0201122090,0.0183052756,0.0079972288,0.0087500373,0.0396748632,0.0396580212,0.0298384558,0.0000000000,0.0000000000,0.0066195559,0.0208001584,0.0250059571,0.0383519903,0.0399519689,0.0000000092,-0.0159639288,0.1187066883,0.0257647112,-0.0187510885,0.1269689649,-0.0023935381,0.0528315082,0.1270814538,0.0067470400
11:52:10:25.150,61,0.0068971491,0.2084260285,0.0882749930,0.0000000000,0.0000000000,0.0343768187,0.0000000000,0.0068717073,0.2085076869,0.0298565142,0.0000000000,0.0000000000,0.0343805067,0.0000000000,0.0036524383,0.0140911927,0.0000000000,0.0131280972,0.0160461180,0.0038481418,0.0315238610,0.0107236300,0.0000000000,0.1267667562,0.1390924305,0.0000000000,0.0000000000,0.0191960875,0.0193138346,0.0230616368,0.0231074449,0.0131770093,0.0101006152,0.0564231575,0.0381458215,0.0159282349,0.0163374320,0.0201097038,0.0182932932,0.0080476804,0.0088035995,0.0396072865,0.0395899415,0.0298724025,0.0000000000,0.0000000000,0.0066236998,0.0208804496,0.0250672586,0.0384882241,0.0401378460,0.0000000079,-0.0149755003,0.1187004000,0.0259784646,-0.0180905480,0.1273910254,-0.0023169913,0.0534872264,0.1275035739,0.0068536354
11:52:10:26.150,61,0.0084412424,0.2095580101,0.0897360519,0.0000000000,0.0000000000,0.0344065502,0.0000000000,0.0084165810,0.2096545398,0.0283696763,0.0000000000,0.0000000000,0.0344101749,0.0000000000,0.0036587338,0.0139009580,0.0000000000,0.0131317414,0.0160638299,0.0038632231,0.0315456875,0.0107525839,0.0000000000,0.1274407357,0.1396305263,0.0000000000,0.0000000000,0.0192465987,0.0193717554,0.0230312180,0.0230973940,0.0132089639,0.0101146000,0.0565909334,0.0382597148,0.0159936622,0.0163974408,0.0201608576,0.0183283575,0.0080979848,0.0088575613,0.0396010280,0.0395827293,0.0299061425,0.0000000000,0.0000000000,0.0066332244,0.0209456068,0.0251049399,0.0386080332,0.0403103977,0.0000000045,-0.0137812039,0.1187949926,0.0259791184,-0.0171881076,0.1280896962,-0.0022136271,0.0543676689,0.1282021850,0.0070049255
11:52:10:27.149,61,0.0099395188,0.2108289450,0.0917547047,0.0000000000,0.0000000000,0.0343907885,0.0000000000,0.0099162953,0.2109457701,0.0263421014,0.0000000000,0.0000000000,0.0343943164,0.0000000000,0.0036663297,0.0136933234,0.0000000000,0.0131406998,0.0160874557,0.0038773199,0.0315613635,0.0107638035,0.0000000000,0.1279383153,0.1400058120,0.0000000000,0.0000000000,0.0192664638,0.0193988178,0.0229873341,0.0230743475,0.0132372472,0.0101384372,0.0566358753,0.0382782221,0.0160424206,0.0164403841,0.0202197544,0.0183687471,0.0081289364,0.0088906959,0.0397137292,0.0396945849,0.0298883244,0.0000000000,0.0000000000,0.0066496581,0.0209659506,0.0250882842,0.0386681706,0.0404230021,0.0000000029,-0.0121883545,0.1191148013,0.0259600878,-0.0159580503,0.1288759410,-0.0020679804,0.0555850938,0.1289884001,0.0072060265
11:52:10:28.149,61,0.0108605279,0.2117046267,0.0942768380,0.0000000000,0.0000000000,0.0344224609,0.0000000000,0.0108378595,0.2118458301,0.0238489658,0.0000000000,0.0000000000,0.0344258882,0.0000000000,0.0036735507,0.0134920971,0.0000000000,0.0131493807,0.0161068179,0.0038892487,0.0315824375,0.0107535273,0.0000000000,0.1280903071,0.1400685161,0.0000000000,0.0000000000,0.0192540418,0.0193966925,0.0229259487,0.0230346359,0.0132536469,0.0101708109,0.0565765910,0.0382222086,0.0160687547,0.0164638665,0.0202727746,0.0184039641,0.0081360163,0.0088996366,0.0401280783,0.0401081555,0.0298009720,0.0000000000,0.0000000000,0.0066752955,0.0209610295,0.0250478778,0.0386585891,0.0404605269,0.0000000015,-0.0100712879,0.1200046167,0.0260465816,-0.0144466804,0.1294228584,-0.0018801725,0.0571090169,0.1295353770,0.0074351118
11:52:10:29.149,61,0.0116277980,0.2120940387,0.0974238664,0.0000000000,0.0000000000,0.0344654582,0.0000000000,0.0116054388,0.2122649699,0.0207133722,0.0000000000,0.0000000000,0.0344687663,0.0000000000,0.0036834637,0.0133073805,0.0000000000,0.0131764151,0.0161440466,0.0039008590,0.0315940455,0.0107273757,0.0000000000,0.1280719340,0.1400116831,0.0000000000,0.0000000000,0.0192359500,0.0193892196,0.0228838492,0.0230115168,0.0132688619,0.0102149900,0.0564252548,0.0380921029,0.0160778500,0.0164707173,0.0203391425,0.0184517521,0.0081263781,0.0088907182,0.0405938812,0.0405729711,0.0297001190,0.0000000000,0.0000000000,0.0066996794,0.0209489129,0.0249973666,0.0386174619,0.0404697917,0.0000000010,-0.0081911674,0.1205720529,0.0258935131,-0.0125468550,0.1296755522,-0.0016361579,0.0590134785,0.1297880858,0.0076979226
11:52:10:30.148,61,0.0122726578,0.2128780186,0.1008485630,0.0000000000,0.0000000000,0.0344638117,0.0000000000,0.0122508854,0.2130819559,0.0173187684,0.0000000000,0.0000000000,0.0344669856,0.0000000000,0.0036848448,0.0131238550,0.0000000000,0.0131709669,0.0161399692,0.0039054910,0.0316058956,0.0106767258,0.0000000000,0.1279003471,0.1398219764,0.0000000000,0.0000000000,0.0191862490,0.0193494521,0.0227990393,0.0229433998,0.0132643860,0.0102420924,0.0562847331,0.0379845165,0.0160836130,0.0164747424,0.0203423705,0.0184450280,0.0081082257,0.0088726338,0.0409485251,0.0409270078,0.0295612533,0.0000000000,0.0000000000,0.0067273541,0.0209058505,0.0249124300,0.0385474265,0.0404469967,0.0000000006,-0.0059080175,0.1212122068,0.0257452484,-0.0104899351,0.1301715821,-0.0013732306,0.0610840917,0.1302841604,0.0079984786
11:52:10:31.148,61,0.0127580464,0.2130434811,0.1034195721,0.0000000000,0.0000000000,0.0344558544,0.0000000000,0.0127370683,0.2132716179,0.0147684915,0.0000000000,0.0000000000,0.0344589017,0.0000000000,0.0036856602,0.0129516413,0.0000000000,0.0131491171,0.0161089804,0.0039066011,0.0316046849,0.0106215077,0.0000000000,0.1277212650,0.1396135688,0.0000000000,0.0000000000,0.0191569589,0.0193280764,0.0227129590,0.0228767116,0.0132550104,0.0102645904,0.0561861545,0.0379126742,0.0160960499,0.0164827574,0.0203174297,0.0184105784,0.0080843307,0.0088482704,0.0411899053,0.0411680900,0.0294494536,0.0000000000,0.0000000000,0.0067573227,0.0208600871,0.0248264633,0.0384738408,0.0404253602,0.0000000006,-0.0039187879,0.1209864542,0.0256294496,-0.0089451037,0.1302854717,-0.0011720400,0.0626404881,0.1303980947,0.0082092574
11:52:10:32.147,61,0.0132545782,0.2133644074,0.1060170308,0.0000000000,0.0000000000,0.0344058797,0.0000000000,0.0132345092,0.2136173695,0.0121692223,0.0000000000,0.0000000000,0.0344088115,0.0000000000,0.0036872344,0.0127835535,0.0000000000,0.0131250191,0.0160735510,0.0039101439,0.0316061564,0.0105785746,0.0000000000,0.1276431233,0.1395007968,0.0000000000,0.0000000000,0.0191501249,0.0193266161,0.0226387307,0.0228194613,0.0132460929,0.0102860192,0.0561424270,0.0378741212,0.0161246806,0.0165101346,0.0202848744,0.0183677450,0.0080637885,0.0088258665,0.0412653685,0.0412434861,0.0293630306,0.0000000000,0.0000000000,0.0067921835,0.0208136868,0.0247397497,0.0384215713,0.0404248573,0.0000000006,-0.0025088920,0.1202600077,0.0253674407,-0.0073705530,0.1304949969,-0.0009673082,0.0642120615,0.1306075901,0.0084286025
11:52:10:33.147,61,0.0137090171,0.2134724706,0.1068911850,0.0000000000,0.0000000000,0.0343265347,0.0000000000,0.0136900246,0.2137338668,0.0112689156,0.0000000000,0.0000000000,0.0343293548,0.0000000000,0.0036880311,0.0126024280,0.0000000000,0.0130976113,0.0160394665,0.0039160899,0.0315984040,0.0105774002,0.0000000000,0.1276555955,0.1394248903,0.0000000000,0.0000000000,0.0191298183,0.0193104278,0.0225683264,0.0227646809,0.0132345520,0.0102975219,0.0561270490,0.0378585719,0.0161593296,0.0165410209,0.0202342663,0.0183088798,0.0080490587,0.0088093951,0.0411270112,0.0411050878,0.0293044336,0.0000000000,0.0000000000,0.0068253088,0.0207784101,0.0246609822,0.0383869335,0.0404403247,0.0000000006,-0.0014782046,0.1197993308,0.0249248743,-0.0068251989,0.1305656582,-0.0008962281,0.0647409409,0.1306782365,0.0085025746
11:52:10:34.146,61,0.0142148724,0.2134704292,0.1088144332,0.0000000000,0.0000000000,0.0342741162,0.0000000000,0.0141970348,0.2137497962,0.0093274685,0.0000000000,0.0000000000,0.0342768393,0.0000000000,0.0036907706,0.0124211395,0.0000000000,0.0130726825,0.0160035361,0.0039247489,0.0315976590,0.0105921039,0.0000000000,0.1276471168,0.1393069774,0.0000000000,0.0000000000,0.0191052258,0.0192891993,0.0224988051,0.0227094758,0.0132278604,0.0103078121,0.0561600216,0.0378808565,0.0162077229,0.0165889505,0.0201768149,0.0182444528,0.0080380868,0.0087968390,0.0410975888,0.0410759002,0.0292384792,0.0000000000,0.0000000000,0.0068623703,0.0207532737,0.0245946832,0.0383738615,0.0404716171,0.0000000007,-0.0010376577,0.1191925928,0.0248066299,-0.0056493236,0.1305744350,-0.0007418742,0.0659057796,0.1306870282,0.0086559141
11:52:10:35.146,61,0.0147858849,0.2139778584,0.1102424860,0.0000000000,0.0000000000,0.0342122801,0.0000000000,0.0147692254,0.2142716944,0.0078821508,0.0000000000,0.0000000000,0.0342148915,0.0000000000,0.0036909177,0.0122371009,0.0000000000,0.0130346529,0.0159540009,0.0039330269,0.0316040665,0.0105643598,0.0000000000,0.1274698675,0.1390444934,0.0000000000,0.0000000000,0.0190696400,0.0192563701,0.0224189796,0.0226425659,0.0132199600,0.0103125954,0.0562219098,0.0379316546,0.0162741467,0.0166560002,0.0200988762,0.0181640238,0.0080259107,0.0087828944,0.0410961881,0.0410749428,0.0291389804,0.0000000000,0.0000000000,0.0069086370,0.0207188856,0.0245193895,0.0383862779,0.0405258499,0.0000000007,-0.0005114937,0.1188378111,0.0245879609,-0.0047737448,0.1308926344,-0.0006284387,0.0667679608,0.1310052127,0.0087905750
11:52:10:36.145,61,0.0152007565,0.2136021703,0.1109425426,0.0000000000,0.0000000000,0.0341857299,0.0000000000,0.0151852248,0.2139017433,0.0071805986,0.0000000000,0.0000000000,0.0341882408,0.0000000000,0.0036948759,0.0120774191,0.0000000000,0.0130174048,0.0159272570,0.0039433846,0.0316122063,0.0105353948,0.0000000000,0.1274136305,0.1389674097,0.0000000000,0.0000000000,0.0190543123,0.0192455128,0.0223572254,0.0225929040,0.0132226059,0.0103276446,0.0562654026,0.0379645638,0.0163361467,0.0167188942,0.0200579166,0.0181163196,0.0080205388,0.0087780673,0.0411051959,0.0410841890,0.0290709063,0.0000000000,0.0000000000,0.0069464268,0.0207122434,0.0244784150,0.0384170376,0.0405999273,0.0000000007,0.0000561210,0.1187156290,0.0246467143,-0.0043489859,0.1306663901,-0.0005715209,0.0671939626,0.1307789534,0.0088311210
11:52:10:37.145,61,0.0156584494,0.2130330503,0.1119257733,0.0000000000,0.0000000000,0.0342458300,0.0000000000,0.0156439748,0.2133405209,0.0061902544,0.0000000000,0.0000000000,0.0342482328,0.0000000000,0.0037023916,0.0119177587,0.0000000000,0.0130153578,0.0159187373,0.0039585931,0.0316329449,0.0104786195,0.0000000000,0.1275054216,0.1390677840,0.0000000000,0.0000000000,0.0191039015,0.0193024613,0.0223360620,0.0225834753,0.0132485656,0.0103564505,0.0563737638,0.0380339958,0.0164153147,0.0167995486,0.0200553630,0.0181054566,0.0080265310,0.0087860441,0.0411265530,0.0411053784,0.0290528201,0.0000000000,0.0000000000,0.0069808913,0.0207653902,0.0245041847,0.0385159999,0.0407524183,0.0000000008,0.0005040609,0.1183197796,0.0249812398,-0.0037493452,0.1303232461,-0.0004914108,0.0677925646,0.1304357946,0.0088860244
11:52:10:38.145,61,0.0157850236,0.2123622745,0.1126569733,0.0000000000,0.0000000000,0.0343065895,0.0000000000,0.0157715734,0.2126750946,0.0054286220,0.0000000000,0.0000000000,0.0343089029,0.0000000000,0.0037091330,0.0117668239,0.0000000000,0.0130032701,0.0158921685,0.0039703492,0.0316650942,0.0104720928,0.0000000000,0.1277060360,0.1392161697,0.0000000000,0.0000000000,0.0191895422,0.0193902384,0.0223184358,0.0225745272,0.0132822925,0.0103753535,0.0566232614,0.0382138975,0.0165238623,0.0169085898,0.0200318173,0.0180716179,0.0080434671,0.0088043688,0.0409441665,0.0409223475,0.0290745329,0.0000000000,0.0000000000,0.0070153121,0.0208343714,0.0245472081,0.0386209935,0.0409143008,0.0000000007,0.0015392208,0.1173787042,0.0252557695,-0.0032882101,0.1299165338,-0.0004296118,0.0682390779,0.1300290674,0.0089162523
11:52:10:39.145,61,0.0157465469,0.2122114450,0.1130391955,0.0000000000,0.0000000000,0.0342784375,0.0000000000,0.0157341138,0.2125274837,0.0050251433,0.0000000000,0.0000000000,0.0342806689,0.0000000000,0.0037141568,0.0115893539,0.0000000000,0.0129881045,0.0158639625,0.0039826152,0.0317330919,0.0104438988,0.0000000000,0.1280660927,0.1395142376,0.0000000000,0.0000000000,0.0192861799,0.0194918420,0.0223032944,0.0225732625,0.0133152558,0.0103878221,0.0569552779,0.0384531766,0.0166563895,0.0170418322,0.0199941359,0.0180265624,0.0080696084,0.0088324128,0.0404981561,0.0404756851,0.0291226711,0.0000000000,0.0000000000,0.0070534991,0.0208976418,0.0245827548,0.0387496948,0.0411042459,0.0000000008,0.0026480062,0.1161455959,0.0255690254,-0.0030438523,0.1298262626,-0.0003974066,0.0684714317,0.1299387962,0.0089402813
11:52:10:40.144,61,0.0156153310,0.2114103138,0.1140933633,0.0000000000,0.0000000000,0.0342565551,0.0000000000,0.0156038590,0.2117343545,0.0039297529,0.0000000000,0.0000000000,0.0342586935,0.0000000000,0.0037244831,0.0113755940,0.0000000000,0.0129701672,0.0158241764,0.0039934604,0.0317981914,0.0103973243,0.0000000000,0.1284931004,0.1398229748,0.0000000000,0.0000000000,0.0194243845,0.0196377896,0.0222968515,0.0225855615,0.0133633763,0.0104038306,0.0573755950,0.0387544297,0.0168210119,0.0172096509,0.0199561454,0.0179836024,0.0081025800,0.0088659618,0.0401584171,0.0401351303,0.0291502289,0.0000000000,0.0000000000,0.0071010021,0.0209626090,0.0246146489,0.0388946757,0.0413141102,0.0000000007,0.0038600024,0.1152873635,0.0256698802,-0.0023804985,0.1293415427,-0.0003096255,0.0691143572,0.1294540316,0.0089900456
11:52:10:41.143,61,0.0155645655,0.2111414671,0.1156842709,0.0000000000,0.0000000000,0.0341862738,0.0000000000,0.0155539569,0.2114796191,0.0023012070,0.0000000000,0.0000000000,0.0341883115,0.0000000000,0.0037339895,0.0111490879,0.0000000000,0.0129497172,0.0157861598,0.0040050205,0.0318835899,0.0103471028,0.0000000000,0.1289698929,0.1401421279,0.0000000000,0.0000000000,0.0195654649,0.0197849143,0.0222890358,0.0226012729,0.0134130148,0.0104132891,0.0578394756,0.0390818566,0.0169947557,0.0173834413,0.0199264083,0.0179524980,0.0081431055,0.0089091696,0.0398846418,0.0398599692,0.0291711409,0.0000000000,0.0000000000,0.0071456498,0.0210145731,0.0246323384,0.0390614308,0.0415413789,0.0000000007,0.0057860571,0.1149025187,0.0256673042,-0.0013940138,0.1291856915,-0.0001810951,0.0700795650,0.1292981505,0.0091042835
11:52:10:42.143,61,0.0153172500,0.2107354254,0.1169460118,0.0000000000,0.0000000000,0.0340757705,0.0000000000,0.0153074665,0.2110842168,0.0010162169,0.0000000000,0.0000000000,0.0340777114,0.0000000000,0.0037453936,0.0109459842,0.0000000000,0.0129173175,0.0157321990,0.0040073949,0.0319300517,0.0102918055,0.0000000000,0.1294127405,0.1404574811,0.0000000000,0.0000000000,0.0197260063,0.0199512858,0.0222755913,0.0226072334,0.0134615628,0.0104268715,0.0582810454,0.0393926725,0.0171572957,0.0175490119,0.0198942851,0.0179156680,0.0081724664,0.0089422418,0.0395931043,0.0395672135,0.0291748736,0.0000000000,0.0000000000,0.0071865246,0.0210404694,0.0246244073,0.0391884260,0.0417304486,0.0000000008,0.0077615427,0.1153827012,0.0255577955,-0.0006156182,0.1289440542,-0.0000798232,0.0708461478,0.1290564984,0.0091863107
11:52:10:43.143,61,0.0150522403,0.2099519968,0.1190365627,0.0000000000,0.0000000000,0.0339759216,0.0000000000,0.0150432289,0.2103185058,0.0000000000,0.0011319440,0.0000000000,0.0339777693,0.0000000000,0.0037636717,0.0107443156,0.0000000000,0.0128954742,0.0156855918,0.0040128990,0.0319782682,0.0102366749,0.0000000000,0.1299080849,0.1408294290,0.0000000000,0.0000000000,0.0199225266,0.0201537367,0.0222785063,0.0226305854,0.0135242110,0.0104549453,0.0587290712,0.0396990776,0.0173324365,0.0177281089,0.0198881943,0.0179037433,0.0081999050,0.0089719296,0.0394130275,0.0393862277,0.0291818939,0.0000000000,0.0000000000,0.0072364835,0.0210619140,0.0246119220,0.0393086821,0.0419104546,0.0000000009,0.0092868498,0.1160847694,0.0253412705,0.0006857665,0.1284763068,0.0000885927,0.0721170306,0.1285884529,0.0093165208
11:52:10:44.142,61,0.0146951657,0.2090304345,0.1203557625,0.0000000000,0.0000000000,0.0339020975,0.0000000000,0.0146868713,0.2094067037,0.0000000000,0.0024661862,0.0000000000,0.0339038596,0.0000000000,0.0037876265,0.0105579998,0.0000000000,0.0128838755,0.0156538151,0.0040199137,0.0320162550,0.0102185793,0.0000000000,0.1314408183,0.1416110992,0.0000000000,0.0000000000,0.0201885048,0.0204262491,0.0223241411,0.0226922296,0.0136125898,0.0104959784,0.0591974705,0.0400092043,0.0175166335,0.0179148447,0.0199337378,0.0179369710,0.0082366476,0.0090097776,0.0392976850,0.0392700508,0.0292303041,0.0000000000,0.0000000000,0.0072844084,0.0211143997,0.0246347748,0.0394771472,0.0421354622,0.0000000010,0.0109508913,0.1160355285,0.0250929650,0.0014941985,0.1279194206,0.0001921864,0.0729215369,0.1280315369,0.0093790153
