Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,HeadPitch_filtered,HeadRoll_filtered,HeadYaw_filtered
20:54:38:52.843,61,0.1733567268,0.1432148963,0.064482294,0.0,0.0,0.2109719664,0.0,0.1733676046,0.1430718601,0.0559764132,0.0,0.0,0.2113819569,0.0,0.0299417973,0.0003376469,0.0,0.0516480021,0.0729757473,0.0424625836,0.0562747829,0.0104085123,0.0,0.1868100315,0.2180568129,0.0,0.0,0.0404840112,0.0441421084,0.1023053825,0.1020262986,0.0980510637,0.0251643881,0.1545976251,0.0952714086,0.0634035841,0.0655262843,0.1254955679,0.1162797734,0.0471105687,0.0500916019,0.1432369947,0.1428387612,0.0735565946,0.0,0.0,0.0243563168,0.1359059215,0.1564039439,0.1366590559,0.1525116414,3.20658e-05,-0.0095277447,-0.1948207915,-0.003302326,-0.034063492,0.0874484926,-0.0029858309,0.0392392687,0.0875525773,0.0034434074,-0.19487189949000003,-0.003906427715000001,-0.010616559175
20:54:38:53.843,61,0.1733190864,0.1412331909,0.0648540035,0.0,0.0,0.2110217065,0.0,0.17333211,0.1410921961,0.0556109548,0.0,0.0,0.2114344835,0.0,0.0299804192,0.0003497456,0.0,0.0516575575,0.0729744285,0.0424660258,0.0562147945,0.0103754411,0.0,0.1867224723,0.2181350887,0.0,0.0,0.0404725522,0.044131197,0.1024383307,0.102148369,0.098173961,0.0251629483,0.1545442641,0.0953280255,0.0635118634,0.065641582,0.1252511144,0.116067335,0.0471247956,0.0501148216,0.1436588317,0.1432596743,0.0735517889,0.0,0.0,0.0244865306,0.1365497857,0.1571434885,0.1370020956,0.1529515237,3.626e-05,-0.0100209508,-0.1958344281,-0.003103418,-0.033844661,0.0862378478,-0.0029253808,0.0394696407,0.0863418505,0.0034154754,-0.19434113354000004,-0.003578449905,-0.010204200529999999
20:54:38:54.843,61,0.173320815,0.1401516795,0.0653671101,0.0,0.0,0.2111890763,0.0,0.1733351201,0.1400139481,0.0550543331,0.0,0.0,0.2116038203,0.0,0.0300828293,0.0004208392,0.0,0.0515752062,0.0728642046,0.0425024852,0.0561122783,0.0103114508,0.0,0.1867389679,0.2184600532,0.0,0.0,0.0404638164,0.0441453755,0.1025570482,0.1022613645,0.0983840972,0.0251367278,0.1549276561,0.0957068801,0.0638079196,0.0659339353,0.1248537898,0.1157621518,0.0472258851,0.0502413251,0.1435382515,0.143138811,0.0737213865,0.0,0.0,0.0246407781,0.1372743994,0.1585594118,0.1374744773,0.1535287797,4.47508e-05,-0.0098584183,-0.1956278235,-0.0032329396,-0.0335078016,0.0855778158,-0.0028739995,0.039784167,0.0856817588,0.003416229,-0.19364900589500003,-0.003288726935,-0.00975529129
20:54:38:55.842,61,0.1732759476,0.1395840347,0.0657131672,0.0,0.0,0.2110783905,0.0,0.1732912362,0.1394481659,0.0547478385,0.0,0.0,0.2114944011,0.0,0.0301041584,0.0003978167,0.0,0.0516138598,0.0729621872,0.0425769538,0.0561188385,0.0100941015,0.0,0.1872116774,0.2215368152,0.0,0.0,0.0404416583,0.0441412404,0.102686964,0.1024223864,0.0985908285,0.0251297429,0.1550065428,0.0958300605,0.063962765,0.0660969615,0.1248764321,0.115909256,0.0473589115,0.0504297614,0.1439228952,0.1435277611,0.0737701505,0.0,0.0,0.0247049294,0.137975812,0.1595686674,0.1379063129,0.1541181058,4.42172e-05,-0.0102709765,-0.1959590912,-0.0026722543,-0.0333222449,0.0852314755,-0.0028464673,0.0399959795,0.0853354409,0.0034204584,-0.19278225750000003,-0.0030379450399999996,-0.00936377068
20:54:38:56.842,61,0.1694811434,0.1373933107,0.0673080906,0.0,0.0,0.210655123,0.0,0.1694875807,0.1372665763,0.0532221459,0.0,0.0,0.2110669166,0.0,0.0301837102,0.0004156817,0.0,0.0515826009,0.0728279725,0.0424699001,0.056041576,0.0100335013,0.0,0.1870695353,0.2219893783,0.0,0.0,0.040561378,0.0442612953,0.1027469859,0.1024937779,0.0987023786,0.0251775812,0.1549892873,0.0958873034,0.0640392601,0.0661942437,0.1244979277,0.1155464128,0.0472568758,0.0503439605,0.1439828128,0.1435920745,0.0738164634,0.0,0.0,0.0248210207,0.1381761134,0.1597775966,0.1379741579,0.1542119086,3.51825e-05,-0.0103049977,-0.1956808567,-0.0029804902,-0.0323972963,0.0838955045,-0.0027238994,0.040971376,0.0839994624,0.0034487117,-0.19173353762000003,-0.00282079725,-0.00897955793
20:54:38:57.841,61,0.1585019678,0.1325992495,0.0690820664,0.0,0.0,0.2101513594,0.0,0.1584788114,0.1324818581,0.0514504574,0.0,0.0,0.210560143,0.0,0.0302843563,0.0005728498,0.0,0.0514217988,0.0724624097,0.0422488376,0.0558351912,0.0101493066,0.0,0.1866534501,0.2215190083,0.0,0.0,0.0407132991,0.0444095843,0.1026266366,0.1023296565,0.0987770259,0.0252398588,0.1550648063,0.0959996507,0.0641042739,0.0662772506,0.1230913103,0.1139350832,0.0470638759,0.0501476005,0.1430497468,0.1426514685,0.0739703551,0.0,0.0,0.0249770116,0.137986213,0.1595153064,0.1378911585,0.1541380584,2.29318e-05,-0.0097099124,-0.1943389773,-0.003055471,-0.0313263983,0.0809683651,-0.002541584,0.042061381,0.0810721219,0.0034164758,-0.19046107903500004,-0.0026686218049999997,-0.00858780034
20:54:38:58.841,61,0.1475773305,0.1263675839,0.0681810677,0.0,0.0,0.2098426521,0.0,0.1475765854,0.1262427568,0.0524215885,0.0,0.0,0.2102479339,0.0,0.0303669199,0.0006911448,0.0,0.0513635613,0.0721130669,0.0419254117,0.0557223111,0.0101547092,0.0,0.1863835156,0.2210875452,0.0,0.0,0.04100262,0.0447081178,0.1024459004,0.1021542028,0.0988329947,0.0253622513,0.1551436335,0.0960700437,0.0640980825,0.06629242,0.1213827655,0.1119752005,0.0467054509,0.0497828387,0.1427719444,0.1423733383,0.073926419,0.0,0.0,0.0251266528,0.1376495957,0.1590573639,0.1375935078,0.1538836211,1.09014e-05,-0.010003238,-0.1929277182,-0.0021741313,-0.0319273248,0.0771567225,-0.0024678831,0.0415253453,0.0772603229,0.0032137251,-0.18893990666000005,-0.002570493655,-0.008228074844999999
20:54:38:59.841,61,0.1282032877,0.1140018702,0.064355962,0.0,0.0,0.2099974304,0.0,0.1282275915,0.1138540134,0.0562227964,0.0,0.0,0.2103965729,0.0,0.0305063613,0.0008966841,0.0,0.0513482466,0.071718514,0.0415212512,0.0554479584,0.0100485086,0.0,0.1855088919,0.2196407318,0.0,0.0,0.041371569,0.0450929552,0.1023170799,0.1019946709,0.0987910256,0.0255454071,0.1547338068,0.0957976282,0.0639024451,0.0661232397,0.1199599728,0.1102330536,0.0461001545,0.0491263084,0.1424265951,0.1420305967,0.0738752857,0.0,0.0,0.0253014416,0.1372827888,0.1585548073,0.1370925009,0.1534252316,4.456e-06,-0.0093593076,-0.1906715631,-0.0014776553,-0.0342614911,0.0695903674,-0.0023876547,0.0392174833,0.0696934611,0.0027369277,-0.18725307584500006,-0.002503331825,-0.007919354134999999
20:54:39:00.840,61,0.1169658229,0.1121988147,0.0628906041,0.0,0.0,0.2096817195,0.0,0.1169852167,0.1120435148,0.0576499254,0.0,0.0,0.210076198,0.0,0.030556513,0.0010488804,0.0,0.0512362458,0.0713108256,0.0412515141,0.0553371347,0.0100610489,0.0,0.1804592013,0.2134786099,0.0,0.0,0.0415394977,0.0452611111,0.1021124572,0.1017635241,0.0988114998,0.0256526396,0.1545991004,0.0957827941,0.0638056248,0.0660348237,0.1184711158,0.1086725444,0.0456735156,0.048682563,0.1421705633,0.1417782605,0.0737745836,0.0,0.0,0.0255605746,0.1369425505,0.1581687331,0.1367151588,0.1531637311,2.5238e-06,-0.0084692473,-0.188308239,-0.0004794791,-0.0351338536,0.0684858188,-0.0024094391,0.0383274443,0.0685888082,0.0026323134,-0.18537813202500006,-0.0024863439999999997,-0.007640967735
20:54:39:01.840,61,0.1120914593,0.1066221446,0.0615571477,0.0,0.0,0.2093603164,0.0,0.1121117026,0.1064600274,0.0590260886,0.0,0.0,0.2097548693,0.0,0.0305943694,0.0011847406,0.0,0.0512654148,0.0711401701,0.0409115553,0.055034481,0.0098751877,0.0,0.1792968363,0.2124495804,0.0,0.0,0.0416932106,0.0454454683,0.1019622386,0.1016310006,0.0989275351,0.0258002374,0.1536514461,0.0953917429,0.0634805709,0.065716669,0.1179744899,0.1081603095,0.045300778,0.048349496,0.1422224641,0.1418364793,0.0734722242,0.0,0.0,0.0256031118,0.1366192698,0.1578661948,0.1363807768,0.1530851275,5.6552e-06,-0.0085112611,-0.1859384775,-0.0003704122,-0.0359807312,0.0650749132,-0.0023442437,0.0375233553,0.0651777163,0.002448576,-0.18334719241500003,-0.0025001550499999994,-0.00747541744
20:54:39:02.839,61,0.1100244373,0.1067417264,0.062904574,0.0,0.0,0.2092223167,0.0,0.1100476161,0.1065859571,0.0576998852,0.0,0.0,0.2096170932,0.0,0.0306669064,0.0013028551,0.0,0.0513568781,0.0710991919,0.0407423377,0.0547170565,0.0096331164,0.0,0.1783890277,0.2117807567,0.0,0.0,0.0417107977,0.0454879664,0.1018816158,0.101542443,0.0991349369,0.0259468444,0.1515260488,0.0948293209,0.0631451905,0.0653874055,0.1177910864,0.1080108956,0.0449780151,0.0480639674,0.14249897,0.1421227455,0.0731562376,0.0,0.0,0.0256916955,0.1366902739,0.158015579,0.1362358928,0.1531913728,7.219e-06,-0.0074677854,-0.183795467,-0.0008495526,-0.0351721346,0.0651500076,-0.0022942352,0.0383445174,0.065252848,0.0025050272,-0.181164903945,-0.002532106925,-0.007322676835000001
20:54:39:03.839,61,0.1090326607,0.1090750173,0.065543063,0.0,0.0,0.2021496147,0.0,0.1090601981,0.1089322418,0.0550753586,0.0,0.0,0.2024694383,0.0,0.0307096466,0.0014770415,0.0,0.0511694849,0.0706652775,0.0404875651,0.0543830581,0.009422686,0.0,0.1776533723,0.2113332897,0.0,0.0,0.0418491848,0.0456654243,0.1016925424,0.1013256386,0.0993521735,0.0260205436,0.151077494,0.094766885,0.0630446747,0.0653187558,0.1171821877,0.1074348018,0.0447200872,0.0478431471,0.1394227594,0.1391067952,0.0731582195,0.0,0.0,0.0258266889,0.1359716803,0.1571829319,0.1360065341,0.1532111317,1.46475e-05,-0.0062736156,-0.1814082414,-0.0018800409,-0.0335691348,0.0665804818,-0.0022379339,0.0399490893,0.0666834116,0.0026671814,-0.17874718383500002,-0.0026156202000000004,-0.007145445405000001
20:54:39:04.838,61,0.1303576529,0.110214144,0.0653348714,0.0,0.0,0.2000178844,0.0,0.1306170821,0.1100706235,0.0552583896,0.0,0.0,0.2003237456,0.0,0.0307984259,0.0016441119,0.0,0.0510685779,0.0702976286,0.0402173027,0.0540075153,0.0091927936,0.0,0.1772720218,0.2111250609,0.0,0.0,0.0420339182,0.045898553,0.1014479622,0.1010663956,0.0997230262,0.0261426009,0.1508497447,0.094712697,0.0629454181,0.0652476475,0.1167066544,0.1069911569,0.044479847,0.0476419628,0.1386497319,0.1383537203,0.0729522109,0.0,0.0,0.0258766655,0.1353596598,0.156547904,0.1358034164,0.1532875896,2.40709e-05,-0.0055082943,-0.1785107851,-0.002437542,-0.0336791277,0.0672765449,-0.002268807,0.0398203321,0.0673794746,0.0026864246,-0.17610148936999998,-0.00268448232,-0.00698788239
20:54:39:05.838,61,0.1372797191,0.1124340147,0.0660259426,0.0,0.0,0.1982983202,0.0,0.1376092434,0.1122945696,0.0545029528,0.0,0.0,0.1986004561,0.0,0.0307585374,0.0018836042,0.0,0.050982397,0.0700214058,0.0399922729,0.0536937602,0.0088554947,0.0,0.1724257618,0.2102048546,0.0,0.0,0.0419439115,0.0458384342,0.1010768935,0.1006501988,0.0999077037,0.0262139924,0.1499485523,0.0942957327,0.0625668094,0.0648844466,0.1162699834,0.106603682,0.0441996306,0.0474109165,0.1374914944,0.1372295171,0.0729388148,0.0,0.0,0.025903631,0.134658277,0.1558586061,0.135597989,0.1533535421,2.37833e-05,-0.0040173978,-0.1760205925,-0.0023181119,-0.0332156271,0.0686347634,-0.0022829098,0.0402378105,0.0687377825,0.0027694672,-0.17323109061,-0.002705745185,-0.0067935295
20:54:39:06.837,61,0.1405976415,0.1144229397,0.0672883689,0.0,0.0,0.1961314678,0.0,0.1409555078,0.1142906696,0.0531569794,0.0,0.0,0.1964280009,0.0,0.030631274,0.0021762506,0.0,0.0508412495,0.0697314218,0.0398414619,0.0535120741,0.0086321915,0.0,0.1686698496,0.2078067958,0.0,0.0,0.041733589,0.0456270017,0.1006545797,0.1001535133,0.0998728201,0.0262041353,0.1493324041,0.0939277261,0.0621523783,0.0644875243,0.1156784445,0.1060509682,0.0439490005,0.0471867546,0.1348136514,0.1345923245,0.0731079131,0.0,0.0,0.0259189047,0.1338956803,0.1549863815,0.1354203373,0.1533596665,2.31845e-05,-0.0034815127,-0.1725992858,-0.0023332492,-0.0323926173,0.0698529035,-0.0022660056,0.0410037115,0.0699558929,0.0028723264,-0.17001827061500002,-0.00278387343,-0.006576602885
20:54:39:07.836,61,0.1425231844,0.1125047952,0.0653621033,0.0,0.0,0.1949209124,0.0,0.1428889781,0.1123623326,0.0550867766,0.0,0.0,0.1952194721,0.0,0.0305083804,0.0023915865,0.0,0.0508488193,0.0695870668,0.0395459272,0.05319741,0.0082990658,0.0,0.1676429063,0.2074391395,0.0,0.0,0.0416662097,0.0455918908,0.1001317352,0.0996177346,0.0998983234,0.0262963343,0.1477445811,0.093246676,0.0615713485,0.0638956055,0.1154283881,0.1058746651,0.0436297655,0.0469209999,0.1326658428,0.1324555725,0.0730820224,0.0,0.0,0.025765771,0.1304862499,0.1504669189,0.1349270493,0.1531134993,1.79359e-05,-0.0034687638,-0.1684201211,-0.0026974813,-0.0335713327,0.0686770082,-0.0023087719,0.0398331359,0.0687799305,0.0027433161,-0.16659759656,-0.002847073585,-0.006393468195
20:54:39:08.836,61,0.1511379629,0.1208621413,0.0668611377,0.0,0.0,0.192973882,0.0,0.1513505727,0.1207291931,0.0535766706,0.0,0.0,0.193251282,0.0,0.0303315055,0.0025969914,0.0,0.0508277565,0.0694926009,0.039415136,0.052934438,0.0081326263,0.0,0.1665654033,0.2058755606,0.0,0.0,0.0414828993,0.0454026535,0.0997463092,0.0991487801,0.0998859257,0.0263357963,0.1459147781,0.0925263241,0.0609963387,0.0632989332,0.1153555885,0.1058276668,0.0433822051,0.0466869511,0.1314816028,0.1312748343,0.0731026232,0.0,0.0,0.0256419741,0.1283780783,0.1471101344,0.1343716979,0.1526608765,1.10751e-05,-0.0037889185,-0.1650117487,-0.0028939561,-0.0326391384,0.0737886503,-0.0024123453,0.0407318212,0.073891893,0.0030143983,-0.16294786185500004,-0.0028814247999999995,-0.00622511017
20:54:39:09.836,61,0.1535264254,0.1176511422,0.0657167733,0.0,0.0,0.1905978024,0.0,0.1536997855,0.1175115183,0.0546953529,0.0,0.0,0.1908463538,0.0,0.0300567579,0.0029083863,0.0,0.0506678,0.0692234635,0.0393345356,0.0528484434,0.0080480967,0.0,0.1574950069,0.1943430007,0.0,0.0,0.0412045643,0.0450996868,0.0992397442,0.0985279009,0.0996752605,0.0263131894,0.1450515091,0.0920104235,0.0604194514,0.0627065003,0.1147328764,0.1053032205,0.0430857651,0.0463852398,0.1271715313,0.1269235164,0.0731986612,0.0,0.0,0.0256204177,0.1230607107,0.1401603222,0.1327970624,0.1507313997,9.9814e-06,-0.0042568292,-0.159973681,-0.0036612835,-0.0333254188,0.0718236566,-0.0023972292,0.0400404111,0.0719267502,0.0028841747,-0.15902845375500002,-0.0029631816299999997,-0.006034147784999999
20:54:39:10.835,61,0.1551962495,0.1225624532,0.0677044466,0.0,0.0,0.1881065667,0.0,0.1553564221,0.1224349141,0.0526349209,0.0,0.0,0.1883278191,0.0,0.0297579393,0.0031508959,0.0,0.0506095774,0.0691190064,0.0392354652,0.0527251922,0.0079067582,0.0,0.1551533192,0.1914053559,0.0,0.0,0.0409353971,0.0448103212,0.0987930298,0.0979842991,0.0995175317,0.026276784,0.1441702098,0.091388084,0.0597952902,0.0620552748,0.1144706234,0.1050692797,0.0428629257,0.0461637489,0.1257463992,0.1254879087,0.0732420608,0.0,0.0,0.0254595578,0.1211807281,0.1377555728,0.132194832,0.1501323283,8.7775e-06,-0.0061998102,-0.1558198482,-0.004250641,-0.0320629291,0.0748297721,-0.0024033336,0.0412423722,0.0749330074,0.0030953242,-0.15501142144500002,-0.0030760677249999997,-0.005937390145
20:54:39:11.835,61,0.1557680666,0.1211872175,0.0696616992,0.0,0.0,0.1844912469,0.0,0.1559212953,0.1210698709,0.0506929457,0.0,0.0,0.1846798509,0.0,0.0294011142,0.0033912687,0.0,0.0505105741,0.0690195486,0.0391782597,0.0526682809,0.0076043685,0.0,0.1551403403,0.1958276778,0.0,0.0,0.0406429283,0.0445027128,0.0982305035,0.0973260254,0.0993331298,0.026212547,0.1434933692,0.0908492655,0.0592333116,0.0614663064,0.1142113507,0.1049189195,0.0427484401,0.0460953005,0.1250807643,0.1248203963,0.0732290149,0.0,0.0,0.025250854,0.1201572195,0.1365342736,0.1318832934,0.149960652,6.8343e-06,-0.0059545548,-0.151630342,-0.004471703,-0.0308818854,0.0739927292,-0.0022888463,0.0424372889,0.0740958974,0.0031492403,-0.150890110435,-0.0032293487650000004,-0.00588854749
20:54:39:12.835,61,0.155813992,0.1206234396,0.0703612119,0.0,0.0,0.1806101501,0.0,0.155963406,0.1205098629,0.0499357767,0.0,0.0,0.1807693392,0.0,0.029044427,0.0037017849,0.0,0.0502430275,0.0687063858,0.0392236784,0.0527653359,0.0074871038,0.0,0.1546678096,0.1963177621,0.0,0.0,0.0403441526,0.0441780239,0.0976698473,0.0966436416,0.099049747,0.0260978695,0.1433152109,0.0906344801,0.0588257499,0.061041493,0.1136329249,0.1044299752,0.0426508598,0.0459997319,0.1238707826,0.1236188337,0.0732870996,0.0,0.0,0.0251749754,0.11916136,0.1353883743,0.1313981414,0.1494953483,5.1237e-06,-0.0059831161,-0.1464663893,-0.0049725915,-0.0304213874,0.0736494288,-0.0022442278,0.0428645238,0.0737525448,0.0031661317,-0.146669894085,-0.003419997455,-0.005862266965
20:54:39:13.834,61,0.1558737457,0.1207677275,0.0711952969,0.0,0.0,0.1769211739,0.0,0.1560256332,0.1206589565,0.0490385741,0.0,0.0,0.1770548522,0.0,0.0286529195,0.0039529353,0.0,0.0500194579,0.0684587806,0.0393840224,0.0530033521,0.0072480873,0.0,0.1544037461,0.1965303421,0.0,0.0,0.0401021652,0.0439208299,0.0971228406,0.095998466,0.0987880677,0.0259741936,0.1433824748,0.0905791223,0.0584898852,0.0606970824,0.1131662875,0.1040807813,0.0426177271,0.0459897444,0.1235990599,0.1233530343,0.0730892718,0.0,0.0,0.0250885468,0.1181157455,0.1342344433,0.1309192628,0.1490957439,3.4977e-06,-0.0068696905,-0.1429205388,-0.0044806604,-0.0298746079,0.07373932,-0.0022066033,0.0433723703,0.0738423839,0.0032075357,-0.14238736443500002,-0.003642842895,-0.005938898955
20:54:39:14.833,61,0.1557501704,0.121487543,0.0746175349,0.0,0.0,0.1721835732,0.0,0.1559089869,0.1213979051,0.0455420837,0.0,0.0,0.1722858995,0.0,0.028199343,0.0041945139,0.0,0.0496866554,0.0681091622,0.0395365767,0.0532229692,0.0069295065,0.0,0.1542097777,0.1966717988,0.0,0.0,0.0398924425,0.0436877683,0.0965968817,0.0953757763,0.0984377712,0.0258030128,0.1434395313,0.0905471593,0.0581637658,0.0603746884,0.1127311885,0.1037289053,0.0426092744,0.0460197814,0.1240261197,0.123813577,0.0727183297,0.0,0.0,0.0249614418,0.1170587167,0.133106038,0.1306354702,0.1489444971,2.7765e-06,-0.0059713605,-0.1382198483,-0.0036581969,-0.0277435966,0.0741863623,-0.0020617133,0.0454557166,0.0742893964,0.0033819263,-0.13799660765000002,-0.00382181131,-0.006080880875000001
20:54:39:15.834,61,0.1555953324,0.1213494763,0.0738072321,0.0,0.0,0.1688437611,0.0,0.1557598412,0.1212554872,0.0463197455,0.0,0.0,0.1689253598,0.0,0.0277485177,0.0043670922,0.0,0.0493899733,0.0679183677,0.0399528779,0.0535016619,0.0067864545,0.0,0.1529344916,0.1945635676,0.0,0.0,0.0395067632,0.0432643704,0.0961269587,0.09478347,0.0980088189,0.0256050806,0.1432192326,0.0903642327,0.0577312112,0.0599240996,0.1127445251,0.1038149595,0.0427610092,0.0461798571,0.1241910532,0.1239916161,0.0724125132,0.0,0.0,0.0248496681,0.1159315929,0.1314759701,0.1302086264,0.1485304385,2.451e-06,-0.0059324442,-0.1317026913,-0.0042348192,-0.0282175168,0.074100323,-0.0020944816,0.0449623726,0.0742033124,0.0033413554,-0.13343645372,-0.00400976437,-0.0062485453900000005
20:54:39:16.833,61,0.1554775089,0.1239380985,0.0750158429,0.0,0.0,0.1615016013,0.0,0.1556493938,0.1238525063,0.045029711,0.0,0.0,0.1615663469,0.0,0.0272688307,0.0045531718,0.0,0.0490427352,0.0676566586,0.0403126478,0.0539013147,0.0064961854,0.0,0.1526196003,0.1941945255,0.0,0.0,0.0392283276,0.042969007,0.0956317484,0.0942144915,0.0975517631,0.0253810957,0.143299073,0.0903572589,0.0574040711,0.0595893711,0.1126535758,0.1038204059,0.0429220088,0.0463863164,0.1244135872,0.1242256463,0.072085686,0.0,0.0,0.0247096308,0.1140581071,0.1294194013,0.1299143583,0.148324132,1.7352e-06,-0.0066423039,-0.1272673756,-0.0042444933,-0.0274283774,0.0756857172,-0.0020796456,0.045693215,0.0757887363,0.003468455,-0.12872826643500002,-0.004232285285,-0.006486929789999999
20:54:39:17.833,61,0.1557730138,0.1299830526,0.0764278546,0.0,0.0,0.1520537883,0.0,0.15595752,0.129909426,0.0435792208,0.0,0.0,0.152098909,0.0,0.0268274415,0.0045988346,0.0,0.0487596728,0.0675549954,0.0408447534,0.0541860424,0.0063863425,0.0,0.1524309069,0.1937366724,0.0,0.0,0.0389259942,0.0426242463,0.0952311382,0.0937290862,0.0971203968,0.0251614321,0.1430113018,0.0901486576,0.0570056327,0.0591861196,0.1133552939,0.1043595821,0.0432950668,0.0467837714,0.1245528683,0.1243767813,0.0717702881,0.0,0.0,0.024494255,0.1129855737,0.1280379295,0.1298589855,0.1482961625,1.5522e-06,-0.0063427519,-0.1213442832,-0.0037424953,-0.0265372302,0.0793851539,-0.002110848,0.0465399176,0.0794883966,0.0037058392,-0.12394310758000002,-0.004447699535,-0.006670437949999999
20:54:39:18.832,61,0.1561555117,0.1318105161,0.0764620975,0.0,0.0,0.1470910013,0.0,0.156345129,0.1317384988,0.04348718,0.0,0.0,0.1471242905,0.0,0.0264638923,0.004614891,0.0,0.0485377163,0.0675760806,0.0447751135,0.0545224622,0.0064735948,0.0,0.1513851136,0.1895716488,0.0,0.0,0.0385815911,0.0422331989,0.0949546173,0.0933301374,0.0965294465,0.0249536205,0.1426565498,0.0899642482,0.0566194877,0.0587817244,0.117549032,0.1083513871,0.0442750417,0.0476870909,0.1233270243,0.1231819615,0.0716624185,0.0,0.0,0.02435828,0.1122251302,0.1270807385,0.129669264,0.1479945928,2.3308e-06,-0.0061839903,-0.1145395562,-0.0038092679,-0.026478814,0.0805027634,-0.0021359816,0.0465566032,0.0806060061,0.0037595143,-0.11909566000500002,-0.004692633835000001,-0.006798042724999999
20:54:39:19.832,61,0.1586908996,0.1391442865,0.0773454681,0.0,0.0,0.1429812163,0.0,0.1589317024,0.1390835643,0.0425527468,0.0,0.0,0.1430063099,0.0,0.0261374414,0.0045584813,0.0,0.0484374464,0.0677698925,0.0474462286,0.054871466,0.0064965086,0.0,0.1510582119,0.1883369535,0.0,0.0,0.0383089855,0.0419194475,0.0946956798,0.0929703936,0.0960086435,0.024791399,0.142157197,0.08966887,0.0562620796,0.0584092475,0.1230999827,0.1136583388,0.0452639833,0.0487767383,0.123041369,0.1229097843,0.071439825,0.0,0.0,0.0241959784,0.1116551831,0.1263664067,0.1296592057,0.1478787661,2.1302e-06,-0.0074241548,-0.1103309169,-0.0037353772,-0.025900213,0.0849898905,-0.0022063213,0.0470769629,0.0850929171,0.0040141083,-0.11424169876000002,-0.0049393424099999994,-0.00686635718
20:54:39:20.831,61,0.1596638262,0.1423377395,0.0780404508,0.0,0.0,0.1389216483,0.0,0.1599162519,0.1422836035,0.0418764167,0.0,0.0,0.1389419436,0.0,0.0258143283,0.0046193646,0.0,0.0483106785,0.0678981021,0.0487035811,0.0550591573,0.0065453872,0.0,0.1507258266,0.187652424,0.0,0.0,0.0380648933,0.0416297875,0.0945373178,0.0926691443,0.0954184979,0.0246669594,0.1389931887,0.0887309909,0.0557705685,0.0579024516,0.1252787262,0.1157304421,0.045779638,0.0493123084,0.1213994026,0.1212954447,0.0714905187,0.0,0.0,0.0240180902,0.1110707596,0.1256658137,0.1295089573,0.1476245522,1.8685e-06,-0.0074923942,-0.1058820188,-0.0035450999,-0.0254842658,0.0869444013,-0.0022210702,0.0474919789,0.0870475918,0.0041429535,-0.10951507874000001,-0.0051610257650000005,-0.00686161961
20:54:39:21.831,61,0.1601735055,0.145300597,0.0789999515,0.0,0.0,0.1339917183,0.0,0.1604272127,0.145255059,0.0408661775,0.0,0.0,0.1340049952,0.0,0.0254994687,0.004714861,0.0,0.0480489545,0.067832917,0.0495465621,0.0551526919,0.0068226894,0.0,0.1494670361,0.1840544939,0.0,0.0,0.0378043614,0.0413078293,0.0944567099,0.0924176276,0.0946461558,0.0244937278,0.1377229691,0.0881312117,0.0553043894,0.0574181341,0.1264318079,0.116750285,0.0462247394,0.0497058183,0.1090144441,0.1089369506,0.0717865229,0.0,0.0,0.0239085015,0.1101214737,0.1233014241,0.1292773932,0.1471669972,1.4986e-06,-0.0079856506,-0.1015341505,-0.004183386,-0.0248654988,0.0887587816,-0.0022126136,0.0480682068,0.0888620093,0.0042810407,-0.10486210547500001,-0.00536386745,-0.0067336118
20:54:39:22.831,61,0.1610849947,0.1509417444,0.0796526819,0.0,0.0,0.1307890713,0.0,0.1613195688,0.1509050131,0.040208023,0.0,0.0,0.1307985783,0.0,0.025218185,0.0046972861,0.0,0.0479911901,0.0679773092,0.0518459007,0.0554586798,0.0071241562,0.0,0.1488347501,0.1822744012,0.0,0.0,0.0375523716,0.0410001017,0.09438169,0.0922278166,0.0921943635,0.024333097,0.1362820417,0.0875579417,0.0548006147,0.0568757616,0.1312604547,0.1207517087,0.0474795476,0.0505796149,0.1055406556,0.1054729596,0.0719802752,0.0,0.0,0.0237314682,0.1095080823,0.1221897304,0.1290526241,0.1466169804,4.343e-07,-0.0090004252,-0.098144874,-0.0053064614,-0.0244573802,0.0922103003,-0.0022614067,0.0484502092,0.0923136994,0.004483582,-0.10027524866500002,-0.005569457770000001,-0.00659553629
