Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,HeadPitch_filtered,HeadRoll_filtered,HeadYaw_filtered
20:52:22:12.333,61,0.1082347184,0.1364830732,0.115588285,0.0,0.0,0.1185422763,0.0,0.1082167029,0.1366634816,0.0050778599,0.0,0.0,0.1185396984,0.0,0.0230038129,0.0046342285,0.0,0.0471897088,0.0579452999,0.0230986588,0.0479551032,0.0080664083,0.0,0.2142948657,0.2540715933,0.0,0.0,0.0639174432,0.0688612834,0.0924358517,0.0909288675,0.0881677642,0.0295046102,0.1294873059,0.0750123784,0.0423356965,0.0443032421,0.1134537607,0.1013764963,0.0325994901,0.0358492061,0.1011886373,0.1007485017,0.0999533087,0.0,0.0,0.0137010505,0.081052877,0.0876037702,0.1117683426,0.1264007986,1.1316e-05,0.0160629507,-0.1435272545,0.0166198909,-0.0030910855,0.0834833682,-0.000258655,0.0703632087,0.0835800618,0.0058897622,-0.07118254453000002,0.009656963566000001,0.004222388714
20:52:22:13.333,61,0.1048307121,0.1350337118,0.1157158092,0.0,0.0,0.1187806278,0.0,0.1048148945,0.1352113783,0.0049731848,0.0,0.0,0.1187779084,0.0,0.0229570214,0.0046703569,0.0,0.0472355857,0.0578995124,0.023071738,0.0480061509,0.00811012,0.0,0.2143464833,0.2541102469,0.0,0.0,0.0642358363,0.0691728294,0.0925662443,0.0910729095,0.0879911482,0.0295489319,0.1295470446,0.0750050396,0.0422558635,0.044213675,0.1132343486,0.1011916548,0.032427717,0.0356538147,0.1010955051,0.1006595045,0.0997367427,0.0,0.0,0.0137168216,0.0808766112,0.0873155743,0.111400269,0.1258921474,1.3363e-05,0.016664939,-0.1423724592,0.016438568,-0.0030275891,0.0825963095,-0.0002506375,0.0704460219,0.0826929659,0.0058338111,-0.07369343608600001,0.010149687970000001,0.004389524626000001
20:52:22:14.333,61,0.1033417434,0.1338968277,0.1157889292,0.0,0.0,0.1190999597,0.0,0.1033262014,0.1340721697,0.0049306517,0.0,0.0,0.1190969273,0.0,0.0229322221,0.0046668057,0.0,0.047374554,0.0579860695,0.0230523068,0.0479880087,0.0081724254,0.0,0.2146033496,0.2543392479,0.0,0.0,0.064461261,0.0693889782,0.0927446634,0.0912387595,0.087813668,0.0296272151,0.1292789876,0.0747804418,0.0420996957,0.0440429747,0.1132386029,0.1012078375,0.0322361775,0.0354352109,0.1009077877,0.1004715562,0.099704273,0.0,0.0,0.0137167955,0.0808637142,0.0871935114,0.1110186875,0.1253972352,1.81933e-05,0.0159411803,-0.1426105648,0.0161857828,-0.0030018678,0.0819003955,-0.000246405,0.0704945773,0.0819970444,0.0057884739,-0.07618836477400001,0.010648037414000002,0.004566108284000001
20:52:22:15.332,61,0.0968963951,0.1313356459,0.1149162054,0.0,0.0,0.1193751097,0.0,0.0968784466,0.1314997375,0.0057638125,0.0,0.0,0.1193719953,0.0,0.0229377355,0.0047371401,0.0,0.0474144779,0.0580048375,0.0230410937,0.0479593948,0.0083199181,0.0,0.2144870162,0.2542748153,0.0,0.0,0.0644770935,0.0693949685,0.0929819793,0.0914233848,0.0876790062,0.0296735764,0.1290664375,0.0746042058,0.0419381075,0.0438671894,0.1132183298,0.1011804715,0.0320843346,0.0352594964,0.0992786437,0.0988109633,0.099886708,0.0,0.0,0.0137515962,0.0808414444,0.0871183202,0.1106473729,0.1249870062,2.00598e-05,0.0144286724,-0.1425653994,0.0166267082,-0.0035095592,0.0803291127,-0.0002825272,0.06997215,0.0804256201,0.005635058,-0.078635516316,0.011141541298000001,0.004758286530000001
20:52:22:16.332,61,0.0938270614,0.1297626644,0.114737615,0.0,0.0,0.1198472083,0.0,0.0938151106,0.129921928,0.0059805098,0.0,0.0,0.1198441386,0.0,0.0229406822,0.0047855298,0.0,0.0474345647,0.0579409897,0.022975482,0.0479388125,0.0083730808,0.0,0.2141275406,0.2539335787,0.0,0.0,0.0646129698,0.0695398971,0.093114756,0.0915626213,0.0876401141,0.0297207944,0.1291763186,0.0746502802,0.0418509804,0.0437776111,0.1129197106,0.1008709371,0.0319516808,0.0351143666,0.1000359058,0.0995607972,0.0995419845,0.0,0.0,0.0137924701,0.0807282552,0.0869770125,0.1104189381,0.1247509196,2.51764e-05,0.0122653674,-0.1437459439,0.0172187164,-0.0036417861,0.0793653205,-0.0002896393,0.0698687881,0.0794617832,0.0055590309,-0.08104747668000001,0.011637808602000001,0.004951691122000001
20:52:22:17.331,61,0.0919780955,0.1279753745,0.1134567484,0.0,0.0,0.1202728599,0.0,0.0919713154,0.128123045,0.0072499532,0.0,0.0,0.1202698797,0.0,0.0229276773,0.0047841417,0.0,0.0473745391,0.0578579493,0.0229451172,0.0479642525,0.0085328249,0.0,0.2136646062,0.2533759475,0.0,0.0,0.0644599125,0.0693488345,0.0931450501,0.0915629491,0.0875907317,0.0296780784,0.129375115,0.0747969672,0.0418005586,0.0437325165,0.1125415415,0.1004658416,0.0319186598,0.0350641683,0.1011588275,0.1006799117,0.0991908163,0.0,0.0,0.013832056,0.0808258876,0.0870655626,0.1104102731,0.1248003989,2.63448e-05,0.0106837768,-0.14656201,0.0174139533,-0.0044151871,0.0782666728,-0.0003462682,0.0690947697,0.0783630759,0.0054212203,-0.083450120986,0.0121358785,0.005175254436000001
20:52:22:18.331,61,0.0877923518,0.1246330515,0.1112944931,0.0,0.0,0.1207290068,0.0,0.0877892151,0.1247609779,0.0093620084,0.0,0.0,0.1207261682,0.0,0.0229270644,0.0048701013,0.0,0.0472151972,0.0576711595,0.0229347441,0.0480545647,0.0087715453,0.0,0.2130322903,0.2522723377,0.0,0.0,0.0642305091,0.0690777451,0.0931512564,0.0915265009,0.0875094458,0.0296096336,0.1297881752,0.075088568,0.0418172069,0.0437551513,0.1119981334,0.0999077111,0.0318954699,0.035019394,0.101198867,0.1007123142,0.0990989506,0.0,0.0,0.0139157865,0.0809060484,0.0871638879,0.1103404313,0.124774389,2.31723e-05,0.0089808758,-0.1477111727,0.0178164355,-0.0057023247,0.0762133822,-0.0004354345,0.0677887127,0.0763096064,0.0051789791,-0.085788064004,0.012614136298000001,0.005415360906000001
20:52:22:19.331,61,0.0861037448,0.1238944829,0.1096431911,0.0,0.0,0.1212268844,0.0,0.0861026421,0.1240115762,0.0110252528,0.0,0.0,0.121224232,0.0,0.0228940658,0.0049020904,0.0,0.0470754355,0.0574453287,0.0228693243,0.0481455028,0.0087953256,0.0,0.2116955072,0.2509697676,0.0,0.0,0.0641880706,0.0690310895,0.0930616334,0.0914652497,0.0874641463,0.0295541957,0.1303544044,0.0754910633,0.0418490432,0.0438058376,0.11126405,0.0991998613,0.0318617411,0.0349881984,0.1059143692,0.1054440811,0.098292172,0.0,0.0,0.0139719537,0.0808026642,0.0870952085,0.1103136688,0.1248382702,2.52025e-05,0.0074795713,-0.1482042968,0.0183195993,-0.0067156279,0.0757560804,-0.0005097212,0.0667852089,0.0758522674,0.0050717317,-0.08808144927200001,0.013076523688,0.005654822044
20:52:22:20.330,61,0.085232839,0.1243338138,0.1091191918,0.0,0.0,0.1214530244,0.0,0.0852335393,0.1244488806,0.0115530277,0.0,0.0,0.121450536,0.0,0.0228616986,0.0049158996,0.0,0.0469396524,0.0572541691,0.0228332765,0.048264619,0.0088248812,0.0,0.2108970731,0.2501848936,0.0,0.0,0.0640455261,0.0688706934,0.0929089561,0.0913164616,0.0874127224,0.0294717662,0.130917415,0.0758980066,0.0418961719,0.0438704826,0.1106019691,0.0985505283,0.0318747275,0.0350070857,0.1074156165,0.106950067,0.0977920666,0.0,0.0,0.0140185859,0.0808119476,0.0871557593,0.1103569642,0.1249976531,1.92513e-05,0.0067778565,-0.1491506845,0.0180649646,-0.0070369602,0.0760233775,-0.0005360021,0.0664646775,0.0761195943,0.0050652847,-0.09033192128200002,0.013524136466,0.00591065656
20:52:22:21.330,61,0.0841426253,0.1224045306,0.1060862094,0.0,0.0,0.1216015741,0.0,0.0841449052,0.1224989593,0.0145268282,0.0,0.0,0.1215992197,0.0,0.0228639338,0.0049635181,0.0,0.0467360877,0.0569916815,0.0228248537,0.0484803766,0.0087389732,0.0,0.2101874352,0.2496068478,0.0,0.0,0.0638331845,0.0686717853,0.0926854312,0.0911270678,0.0874030665,0.0293787941,0.1327291876,0.0764970332,0.0420573018,0.0440498404,0.1094596982,0.097823903,0.0319169536,0.0350657962,0.1067815125,0.1063102037,0.0976979136,0.0,0.0,0.0141205397,0.0809257925,0.0873632208,0.1104667336,0.1252276599,1.53164e-05,0.0058851568,-0.1479038745,0.0178777482,-0.0088491011,0.0748333037,-0.0006634375,0.0646230578,0.0749293864,0.0048478339,-0.09250656023800001,0.01394997563,0.006177408394
20:52:22:22.330,61,0.0828161538,0.1216837466,0.1055093631,0.0,0.0,0.1217384487,0.0,0.0828230903,0.121773541,0.0151327886,0.0,0.0,0.1217362657,0.0,0.0228329673,0.0049913162,0.0,0.0466477126,0.0568108559,0.0227671117,0.0486778915,0.0086357044,0.0,0.2095978856,0.2490955442,0.0,0.0,0.0638109818,0.0686729625,0.0924497768,0.0909544677,0.0873654038,0.0293322355,0.133567825,0.0769444108,0.0421178266,0.04413471,0.1086831838,0.0971465483,0.031900607,0.0350648314,0.1072902083,0.1068190485,0.0972403139,0.0,0.0,0.0141719244,0.080810748,0.0873119161,0.1104671732,0.1253408939,1.4581e-05,0.0048089372,-0.147079885,0.0176702645,-0.0092185298,0.0743903965,-0.0006870282,0.0642737821,0.0744864643,0.0047930623,-0.09463877901600001,0.014374256952,0.006449579686
20:52:22:23.329,61,0.0819731653,0.1205801368,0.103281416,0.0,0.0,0.1220893487,0.0,0.0819827989,0.1206556857,0.0173736326,0.0,0.0,0.1220873371,0.0,0.0228342153,0.0049668686,0.0,0.0466094241,0.0567164607,0.0227126032,0.0487517752,0.0085557541,0.0,0.2093358785,0.2489101887,0.0,0.0,0.0637495518,0.0686195344,0.0922567397,0.0907983184,0.0873642787,0.0293233003,0.1339173168,0.0771513432,0.0421189331,0.0441625491,0.1082581505,0.096737057,0.0318703204,0.0350494087,0.1077588648,0.1072901934,0.0968656018,0.0,0.0,0.0142032327,0.0808690339,0.0874444097,0.1105231419,0.1255237013,7.8519e-06,0.0044890302,-0.1474511772,0.0172839202,-0.0105841355,0.0737085119,-0.000781542,0.0629197359,0.0738045201,0.0046491092,-0.09674065411200002,0.014796153604,0.006754372116
20:52:22:24.328,61,0.0811970234,0.1201945469,0.1030350998,0.0,0.0,0.1224586889,0.0,0.0812079757,0.1202680841,0.0176037941,0.0,0.0,0.1224568412,0.0,0.0228417572,0.005007009,0.0,0.0464524478,0.0565154701,0.0226506274,0.0488657393,0.0085509988,0.0,0.2091081589,0.2487780601,0.0,0.0,0.0636124834,0.0684816539,0.0920337141,0.0905832648,0.0873013958,0.029261034,0.1343465298,0.0774908438,0.0421923697,0.0442631319,0.1077476814,0.0962289572,0.031883169,0.0350746438,0.1079503819,0.1074847057,0.0965469852,0.0,0.0,0.0142396437,0.0809841305,0.0876500309,0.1106525064,0.1257799566,6.8725e-06,0.0039937878,-0.1472159028,0.0173265412,-0.0107245389,0.0734718218,-0.0007893569,0.0627707765,0.07356783,0.0046231882,-0.09880513459600002,0.015215653106000001,0.007078054134000001
20:52:22:25.327,61,0.0734400004,0.1195428744,0.103232272,0.0,0.0,0.1225603744,0.0,0.0734643564,0.1196162626,0.0174037348,0.0,0.0,0.122558713,0.0,0.0227674618,0.005091452,0.0,0.0461945012,0.056169726,0.0225149151,0.0490759835,0.0085252291,0.0,0.2087426931,0.2485513538,0.0,0.0,0.0636135936,0.0684836209,0.0916836038,0.0902727693,0.0870548859,0.0291341022,0.1350701153,0.0780398771,0.0422953926,0.0444063507,0.1060827598,0.0946251601,0.0318891294,0.0350969248,0.1107196882,0.1103096679,0.0954404548,0.0,0.0,0.0142568434,0.0807790607,0.0875362828,0.1107469201,0.1259732097,1.19504e-05,0.0038624757,-0.1470113099,0.0181185491,-0.010602966,0.0730735287,-0.0007761636,0.0628927276,0.0731695145,0.0046069887,-0.10083633557200002,0.015632111466,0.007396193776000001
20:52:22:26.327,61,0.0708904117,0.1191416755,0.1031062603,0.0,0.0,0.1226428226,0.0,0.0709176958,0.1192136109,0.0175528899,0.0,0.0,0.1226412803,0.0,0.0226816367,0.0051739598,0.0,0.045918256,0.0558099486,0.0223868638,0.0494035594,0.0085451696,0.0,0.2083055377,0.2482130975,0.0,0.0,0.0635567605,0.0684150159,0.0912722573,0.0898975357,0.0867131874,0.0289847385,0.1359118968,0.0786480382,0.0424285904,0.0445737392,0.1041736379,0.092835173,0.031901475,0.0351161882,0.1130202636,0.1126183942,0.0947064087,0.0,0.0,0.0142822172,0.0806014538,0.0874169767,0.110765703,0.1260438412,9.7014e-06,0.0049625719,-0.1471888572,0.018680688,-0.0106940307,0.0728276223,-0.0007801856,0.0628170818,0.0729236007,0.0045859362,-0.10283670947200002,0.016031666284,0.007733479884000001
20:52:22:27.327,61,0.0644800216,0.11718034,0.103827402,0.0,0.0,0.1226275489,0.0,0.0644892603,0.1172525063,0.0168036483,0.0,0.0,0.1226259694,0.0,0.0226108246,0.0053089308,0.0,0.0455925465,0.055411946,0.0222822446,0.0497399196,0.0086050685,0.0,0.2077429593,0.2477917373,0.0,0.0,0.0634335652,0.0682731569,0.090973936,0.089617528,0.0863306373,0.028824877,0.1366660446,0.0792470351,0.042565316,0.04473361,0.1028150395,0.0916743129,0.0318878479,0.0350978561,0.1137719229,0.1133707389,0.09433835,0.0,0.0,0.0143328197,0.0803855136,0.0872230083,0.1106972247,0.1259501725,9.3899e-06,0.0055893757,-0.1463768184,0.0195941385,-0.0102384454,0.0716292411,-0.000734616,0.0632619187,0.0717251226,0.0045422032,-0.10478846758800002,0.0164150656,0.008072512444000002
20:52:22:28.327,61,0.0585145988,0.1162422225,0.1039228588,0.0,0.0,0.1224308535,0.0,0.0585240796,0.1163131371,0.0167079046,0.0,0.0,0.122429356,0.0,0.0224904288,0.0054154238,0.0,0.0453742705,0.0550914854,0.0221289434,0.0500657484,0.0085744038,0.0,0.2070716619,0.2472364157,0.0,0.0,0.0634658411,0.0683092922,0.0906732827,0.0893922672,0.0858827978,0.028706355,0.1371272504,0.0796466023,0.0425427854,0.0447344221,0.1018711105,0.0907810032,0.0317874923,0.0349975675,0.1144179627,0.1140185818,0.0938418433,0.0,0.0,0.0143421143,0.0798654482,0.0867095217,0.110391058,0.125619337,1.62005e-05,0.0069235968,-0.1446547806,0.0202731136,-0.0101805255,0.0710553378,-0.0007245879,0.0633226708,0.0711511821,0.0045100548,-0.10669811368200002,0.016798466368,0.008402843844000002
20:52:22:29.325,61,0.0568547547,0.1168885529,0.1035513282,0.0,0.0,0.1219510734,0.0,0.0568641834,0.1169587746,0.0170536619,0.0,0.0,0.1219496652,0.0,0.0223964024,0.0054238806,0.0,0.04529275,0.054985296,0.0220519099,0.0502343066,0.0086723594,0.0,0.2064737082,0.2465648353,0.0,0.0,0.0632903352,0.0680956393,0.0904473737,0.0891807824,0.0854939744,0.0286342446,0.1368384212,0.0795388594,0.0423521101,0.0445539132,0.1016244143,0.0904553756,0.0316749327,0.0348703191,0.1141938642,0.1137964278,0.0938133299,0.0,0.0,0.0143288635,0.0794718787,0.0862871036,0.1100807711,0.1253114939,1.36091e-05,0.0073063415,-0.1436858028,0.02027837,-0.0103909122,0.0714499131,-0.0007436823,0.0630945116,0.0715457499,0.0045188321,-0.10860034033800002,0.017177812568,0.008750153590000002
20:52:22:30.325,61,0.0560462885,0.1162541881,0.1018810719,0.0,0.0,0.1213386506,0.0,0.0560547225,0.1163145751,0.0186840929,0.0,0.0,0.121337384,0.0,0.0223207586,0.0054923175,0.0,0.0452548079,0.0550186709,0.0220517199,0.0503368489,0.0090492368,0.0,0.2058321983,0.2440794259,0.0,0.0,0.0628837943,0.0676202029,0.0904773697,0.0891532451,0.08517012,0.0285451803,0.1357259154,0.0792059898,0.0420484133,0.0442341231,0.1017332673,0.0904173255,0.0315935835,0.0347525626,0.1042081267,0.1036882252,0.0942335799,0.0,0.0,0.0143193481,0.079156518,0.0859448388,0.1096310765,0.1248672828,1.76768e-05,0.0071448055,-0.1403543055,0.0206600893,-0.0113846632,0.0710571483,-0.0008103084,0.0620785393,0.0711529329,0.0044216695,-0.11048051223400002,0.017560473865999997,0.009097956490000001
20:52:22:31.325,61,0.0559192523,0.1169951037,0.1020058468,0.0,0.0,0.1207563356,0.0,0.0559269451,0.1170574054,0.0185938887,0.0,0.0,0.1207552031,0.0,0.0222278908,0.0055171759,0.0,0.045356676,0.0551682264,0.022036314,0.0503798276,0.0092693213,0.0,0.2055364102,0.2432021052,0.0,0.0,0.0627276674,0.0674246997,0.0905168504,0.0891905203,0.0848954841,0.028534811,0.1341594458,0.0787141174,0.0417117737,0.0438781641,0.1020618677,0.0905946717,0.0314701609,0.034605585,0.1018745378,0.1013272554,0.0942552239,0.0,0.0,0.0142798191,0.078750968,0.0854944885,0.1091738939,0.1244185865,2.3146e-05,0.0067857001,-0.1368435919,0.021631483,-0.0113293324,0.0715108961,-0.0008115371,0.0621525571,0.0716067478,0.0044552661,-0.11233415752800002,0.017964702395999996,0.009431738812000002
20:52:22:32.325,61,0.0562304482,0.1173944175,0.1018334106,0.0,0.0,0.1202655658,0.0,0.0562375002,0.1174565703,0.0187443253,0.0,0.0,0.1202645674,0.0,0.0221189074,0.0054757479,0.0,0.0454800501,0.0554328971,0.0221040659,0.0504462682,0.0095700016,0.0,0.2053851634,0.2426175177,0.0,0.0,0.062372271,0.0669923127,0.0905987769,0.08923015,0.0846221671,0.028479781,0.1323200911,0.0781392828,0.0413871668,0.0435331725,0.1027657911,0.091007635,0.0314248092,0.0345308445,0.1008344218,0.1002769992,0.0943051949,0.0,0.0,0.0142372129,0.0786377415,0.0853400975,0.1089392453,0.1242363378,2.02761e-05,0.0069725825,-0.1346445084,0.0223085508,-0.0114207976,0.0717548206,-0.0008208886,0.0620464049,0.0718506649,0.0044628694,-0.11420213699400002,0.018374066611999997,0.009767325778000002
20:52:22:33.325,61,0.0565798394,0.1175294369,0.100136362,0.0,0.0,0.1197120473,0.0,0.0565862544,0.1175829917,0.0203810707,0.0,0.0,0.1197112277,0.0,0.0220346302,0.0054758186,0.0,0.0454839915,0.0555525832,0.0221454781,0.0504392684,0.0098842969,0.0,0.2053219527,0.242200464,0.0,0.0,0.062060602,0.0666143969,0.0906922445,0.0892757028,0.0843672156,0.0284136347,0.131401509,0.0777056515,0.0411302447,0.043254707,0.1032587588,0.0913174152,0.0313927121,0.0344692953,0.099734433,0.0991740376,0.0944792479,0.0,0.0,0.0142019158,0.0784994811,0.0851927102,0.1087121069,0.1240838394,1.96322e-05,0.0077172611,-0.1323447675,0.023193432,-0.0124179861,0.0718329176,-0.0008935342,0.0610120445,0.0719287172,0.0043933471,-0.11606690600600002,0.018790660945999998,0.010091424172000001
20:52:22:34.324,61,0.0568454936,0.1170119345,0.1002904549,0.0,0.0,0.1193191037,0.0,0.0568516143,0.1170654967,0.0201968756,0.0,0.0,0.1193184257,0.0,0.0219256431,0.0054732868,0.0,0.0456045456,0.0557733551,0.0221645162,0.0504706949,0.0099482769,0.0,0.2052457631,0.2421472222,0.0,0.0,0.0618086681,0.0663315877,0.09065108,0.0892274827,0.0841016471,0.0284023806,0.1304942518,0.0771570951,0.0408142135,0.0429172181,0.1037717909,0.0917171836,0.0313175954,0.0343896262,0.0993472859,0.0987915471,0.0944871753,0.0,0.0,0.0141485333,0.0782698169,0.0849679932,0.1084103733,0.1238581464,2.44215e-05,0.0080355415,-0.1310064346,0.0242220033,-0.0123060364,0.0715166703,-0.0008815678,0.0611073188,0.0716124177,0.0043807835,-0.11792768448600002,0.019209301729999996,0.010400366128
20:52:22:35.323,61,0.0576942302,0.1180557236,0.0996946171,0.0,0.0,0.1186759025,0.0,0.0577001907,0.1181079969,0.0207615681,0.0,0.0,0.1186753362,0.0,0.0218153261,0.0054407469,0.0,0.0456712432,0.0559210815,0.0221789517,0.0505100712,0.0099847522,0.0,0.2050040811,0.2419307828,0.0,0.0,0.0615843013,0.066069372,0.0905410573,0.0891282409,0.0838409811,0.0283745546,0.1298014373,0.0766975358,0.0405313857,0.0426188931,0.1041446701,0.0919908062,0.0312519707,0.0343240239,0.0989989415,0.0984552205,0.0945027322,0.0,0.0,0.0140936477,0.0779782906,0.0846676752,0.1081001982,0.1236163005,1.88512e-05,0.0085849632,-0.1305947006,0.0244114939,-0.0126495259,0.0721538588,-0.0009142747,0.0607414879,0.0722496063,0.0043934705,-0.119810594768,0.019614766796,0.0107068124
20:52:22:36.323,61,0.0581142604,0.1188698485,0.0981660932,0.0,0.0,0.1175808311,0.0,0.0581198968,0.1189154834,0.0222336017,0.0,0.0,0.1175804287,0.0,0.0217148215,0.0054022595,0.0,0.0456257835,0.0559647977,0.0222136825,0.0506914966,0.0100478651,0.0,0.2045243084,0.2413791418,0.0,0.0,0.0612179078,0.0656681061,0.0903643966,0.0889923275,0.0835654065,0.0282823015,0.1294620335,0.0764629766,0.0403249562,0.042390693,0.1042791903,0.0920847133,0.0312454663,0.0343127102,0.0960775614,0.0955960229,0.0947237909,0.0,0.0,0.014071702,0.0777011141,0.0843963325,0.1078362614,0.1234105825,1.69709e-05,0.008772118,-0.1283207238,0.0246131737,-0.0135459155,0.072648026,-0.0009857884,0.0598080456,0.0727437511,0.0043557268,-0.121682335138,0.020001779344,0.011010184768
20:52:22:37.323,61,0.0586129837,0.1195395812,0.0982383415,0.0,0.0,0.1170017049,0.0,0.058618743,0.1195866242,0.0221824721,0.0,0.0,0.1170014143,0.0,0.0215999726,0.0054024211,0.0,0.0456328616,0.0560186692,0.0222000144,0.0508650206,0.0100262193,0.0,0.2040290684,0.2410001904,0.0,0.0,0.0609691218,0.0654017031,0.0900504068,0.088719435,0.0832643509,0.0282355659,0.1290608346,0.0761727989,0.0400958247,0.0421483628,0.1043483913,0.0921148658,0.0311981402,0.0342710242,0.0956423506,0.0951832607,0.0945406556,0.0,0.0,0.0140321171,0.0773366541,0.0840392113,0.1075315848,0.123165302,1.51591e-05,0.0083567956,-0.1255445778,0.0246362202,-0.0135143604,0.0730579942,-0.000989062,0.0598502718,0.0731538013,0.0043834555,-0.12354183599400001,0.020376145948,0.011316536624
20:52:22:38.322,61,0.0601110533,0.1212227494,0.0974007323,0.0,0.0,0.116373159,0.0,0.0601300783,0.1212679371,0.0230404772,0.0,0.0,0.116372928,0.0,0.0215111952,0.0053688842,0.0,0.0456193574,0.0560440458,0.0221993104,0.0510718524,0.0099422652,0.0,0.2035779953,0.2407354116,0.0,0.0,0.0607159957,0.0651451051,0.0895996839,0.0883111134,0.0829569399,0.0282061603,0.1286438107,0.0758726671,0.03990959,0.0419529825,0.1043896154,0.0921472535,0.0311497953,0.0342307799,0.0951709077,0.0947294682,0.0944093317,0.0,0.0,0.0140105989,0.077034466,0.0837653577,0.1072801799,0.122991696,9.9111e-06,0.0088291829,-0.1247464344,0.0249174722,-0.0140360231,0.0740856752,-0.0010417404,0.0593354739,0.0741815493,0.0044070738,-0.122545615732,0.020402579826,0.01130161516
20:52:22:39.321,61,0.0609343499,0.1211038679,0.0962632596,0.0,0.0,0.1157130525,0.0,0.0609560199,0.1211428121,0.0241371915,0.0,0.0,0.1157128513,0.0,0.0214384161,0.0053523299,0.0,0.0454953946,0.0559431762,0.0222161207,0.0512784496,0.0098429481,0.0,0.2028969228,0.2402059138,0.0,0.0,0.0604481027,0.064887546,0.0892249942,0.0879994854,0.082668595,0.0281270016,0.1286765486,0.0758768246,0.0398156457,0.0418476872,0.1041979194,0.0920099393,0.0311340801,0.0342272595,0.0924659371,0.0920667425,0.0944753885,0.0,0.0,0.0140211862,0.0766519606,0.0834057927,0.1069259942,0.1226879954,9.5376e-06,0.0096089123,-0.1223575771,0.0246751942,-0.0147042172,0.0740099624,-0.00109021,0.0586428605,0.0741057619,0.0043512248,-0.121559500842,0.020416823400000002,0.011281723116
20:52:22:40.321,61,0.0635950714,0.1220085844,0.0969675183,0.0,0.0,0.1151854247,0.0,0.063624315,0.1220528111,0.0234143008,0.0,0.0,0.115185298,0.0,0.0213301443,0.005325865,0.0,0.0455038585,0.0559882186,0.0222257972,0.0515224524,0.009722284,0.0,0.2021824121,0.2396867573,0.0,0.0,0.0601753518,0.0646223798,0.0887862965,0.0876189321,0.0823488981,0.0280747153,0.1284149438,0.0756835788,0.0396059752,0.0416239463,0.1041605175,0.092005223,0.0310946107,0.0342038199,0.0916017443,0.0912202522,0.094342798,0.0,0.0,0.0139919436,0.0761689991,0.082921721,0.1065048501,0.122310698,7.5709e-06,0.0096702296,-0.1205980182,0.0248133652,-0.0142632453,0.074565433,-0.0010654839,0.0590694547,0.0746612623,0.0044158162,-0.12056545645,0.020428932644000003,0.011277395483999999
20:52:22:41.321,61,0.0656522363,0.1229549795,0.0967239663,0.0,0.0,0.1144323573,0.0,0.0656830296,0.1229995117,0.0235882159,0.0,0.0,0.1144325063,0.0,0.0212161615,0.0053001046,0.0,0.0454818085,0.0560060367,0.0222493988,0.0516941696,0.0096641034,0.0,0.2016219944,0.2392218411,0.0,0.0,0.059967123,0.0644144118,0.0884685218,0.0873484388,0.0820243955,0.0280107073,0.1281704754,0.0754970238,0.0394125022,0.0414177217,0.104192853,0.0920385197,0.031067729,0.0341885537,0.0908250213,0.0904550701,0.09428671,0.0,0.0,0.0139540788,0.0756809637,0.0824198872,0.1060736254,0.1219369695,7.6271e-06,0.0111781657,-0.1201322153,0.0249034949,-0.0143685658,0.0751439035,-0.0010817094,0.0589185357,0.0752397403,0.0044388007,-0.119582604618,0.020419910214000005,0.011305409574000001
20:52:22:42.321,61,0.0665945038,0.1228014976,0.0958139673,0.0,0.0,0.1138394922,0.0,0.0666257292,0.1228409782,0.0244201645,0.0,0.0,0.1138397306,0.0,0.0211064592,0.0052810707,0.0,0.045409888,0.056007836,0.022288125,0.0517931208,0.0095852436,0.0,0.2007666379,0.2386575937,0.0,0.0,0.0596090816,0.0640531629,0.0882541537,0.0871682912,0.0816921815,0.0279249735,0.1278461814,0.0752678365,0.0391823389,0.0411663242,0.1042648926,0.0921346396,0.0310413688,0.0341721773,0.085212633,0.0848991796,0.0945679098,0.0,0.0,0.0139270499,0.0752914101,0.0820336342,0.1055507213,0.1214461774,4.2119e-06,0.0120053235,-0.1168971509,0.0239128899,-0.0148754464,0.0750476122,-0.0011184256,0.0583646297,0.0751433522,0.0043914653,-0.118551046552,0.020394129902000003,0.011388525048
